,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14,iter15,iter16,iter17,iter18,iter19,iter20,iter21,iter22,iter23,iter24,iter25,iter26,iter27,iter28,iter29,iter30,iter31,iter32,iter33,iter34,iter35,iter36,iter37,iter38,iter39,iter40,iter41,iter42,iter43,iter44,iter45,iter46,iter47,iter48,iter49
A,-0.0304227637204,-0.0599714351795,-0.052881648599,-0.0765700497751,-0.0369269544196,-0.0534848618703,-0.0593007529329,-0.0472721352767,-0.0509780057879,-0.0745955700529,-0.0414298351316,-0.0509639628582,-0.0695747342196,-0.0633439695631,-0.0518342318531,-0.0774746446369,-0.0538887298897,-0.0454068967181,-0.0568843645533,-0.0480841927975,-0.0774182199145,-0.0515747578764,-0.0481961830853,-0.0558923592794,-0.0672787145813,-0.0454612377647,-0.0796075873009,-0.0439053679513,-0.0426733819622,-0.0680419205002,-0.0411720956545,-0.039641689948,-0.0647700904441,-0.050541020887,-0.052014255685,-0.0397092171954,-0.0567352453196,-0.0603466043217,-0.0588019402217,-0.0740694096258,-0.0594359758432,-0.0525150291168,-0.0315177949367,-0.0625918762061,-0.0501140754096,-0.0452000422024,-0.0549553427269,-0.0612831080746,-0.0263227263176,-0.0290203723674
C,-0.00231435491952,-0.00110371400158,0.000328342891374,0.00139986627033,-0.00013274077308,-0.00219452273471,-0.000561868152462,-8.61372012316e-05,-5.34454806378e-05,0.00141399239156,-0.000699961997888,-0.000274975979551,9.62524663837e-05,-0.00099169722969,-0.000219648012977,-0.00117932125313,-0.000845414516062,0.00124790635097,-0.000828596851012,-0.00207538847588,-0.000796552938847,0.000703546118786,0.000376576831423,-0.00189392487796,0.000507189336055,-0.00131122160811,-0.00132072799964,9.33746962385e-05,0.000871650960864,-0.000988907062143,0.000956650256836,-0.00151598160759,-0.00110925908324,0.000999923778309,-0.000532566640369,-0.000440317029972,0.000325234636095,0.00173458947957,0.000881786873836,0.000416509109305,-0.000668395163108,-0.000589694345944,-0.000112143942014,-0.00223995688711,-0.00100148112885,-0.000103108687593,0.00179977424123,0.000465101051149,-0.0011207208422,-0.000911742297137
D,-0.0138616671675,-0.011643491284,-0.015273418979,-0.0114197430611,-0.0163640624516,-0.014536492901,-0.0123561535894,-0.016845146611,-0.0169608327216,-0.0158287827106,-0.0130347100723,-0.0121968063782,-0.0130531450472,-0.015098032209,-0.0147866098709,-0.0151897278751,-0.0150173903457,-0.0148280536905,-0.0148180548504,-0.0134379325126,-0.0194471032488,-0.0120346875048,-0.0139579368257,-0.0146656260718,-0.0142199365496,-0.0153518481232,-0.0144422637461,-0.012090113852,-0.0119356216514,-0.0149705979816,-0.0152486623473,-0.0141357338602,-0.0153235806169,-0.0170659687282,-0.0118021680273,-0.014620133082,-0.0122386935457,-0.0177509699911,-0.0137705862248,-0.0135137691565,-0.0154525059957,-0.0180178875695,-0.0145982383743,-0.0119762014963,-0.0167022230989,-0.0157154939734,-0.014077407457,-0.0141581211409,-0.0122565503159,-0.0137935782372
E,0.0373430164512,0.040090630069,0.0420789572042,0.0388964021943,0.0385668812313,0.0422832093116,0.0343023427559,0.0345047990652,0.0400309510009,0.0417213284985,0.0371849984955,0.0370628379383,0.0417914938789,0.0408765478694,0.0381786391715,0.0401009404144,0.0426095572599,0.0371573871114,0.0421586325683,0.0430034447604,0.0467958225912,0.0392101162856,0.0396612379263,0.0371374381679,0.0428963772024,0.0393618465259,0.0442916237251,0.0343396853483,0.03325436154,0.0411139094037,0.0377267753031,0.0347794208506,0.0415221767201,0.04581143729,0.0339832588114,0.0374965997899,0.0362274882791,0.0414444111704,0.0398751521073,0.0403472689542,0.0452188756011,0.0435987474042,0.0301227043145,0.0385722693848,0.0405489421786,0.0395026400017,0.0360013513376,0.0428173882979,0.0243584582501,0.0304550116849
F,0.00729946458917,0.0146087907914,0.00821608718442,0.0148214936883,0.00590733650059,0.0131072447986,0.0149492224448,0.0103878618837,0.0124434571658,0.018958246487,0.00732657928963,0.00952885351383,0.0190188321109,0.0147959970041,0.0126473883999,0.0203159119021,0.0130132151322,0.00877422859219,0.0140508755589,0.00989719356717,0.02067172219,0.0108141623903,0.0101645256189,0.0136052202999,0.0162152964952,0.0101010549996,0.0190516498081,0.0105731618364,0.00660760130766,0.0176717010992,0.0075399560226,0.00847689492296,0.0168348787491,0.0113558486652,0.0132738792919,0.00689453812593,0.0129575153985,0.0152596505731,0.0140715078182,0.0179095422756,0.0141727039823,0.00907610320193,0.00467898910416,0.0135073985404,0.0125167758954,0.0108705988365,0.00912904263459,0.0140077370752,0.00384452652354,0.0050884080739
G,0.000554706083643,-0.00940773391445,-0.00685146984203,-0.0179520505941,-0.000187011394818,-0.00853777390746,-0.0111552816164,-0.00729210276,-0.00953891467196,-0.0171549574216,-0.00557051731216,-0.00925838021904,-0.0181121220489,-0.0114051758671,-0.0073411989932,-0.0161472326795,-0.00913740643707,-0.00639966361773,-0.0115447162752,-0.00586849952773,-0.0158114579158,-0.00855631784249,-0.00545212632815,-0.00951691660726,-0.0159284341626,-0.00612650881301,-0.0218827862045,-0.00568997605607,-0.0049709907212,-0.0152403618092,0.000217647702124,-0.00560203270218,-0.013802093535,-0.00263002697998,-0.0138661753597,-0.00201632594575,-0.0115076572944,-0.0133761725027,-0.0135842091807,-0.0197455110808,-0.0103713231084,-0.00449626279371,0.00174959717071,-0.0108150833553,-0.00597764385825,-0.00720911175812,-0.0109827997577,-0.012887060715,0.00259211715972,-0.0020642881418
H,-0.0066249109258,-0.00831772853176,-0.00950645748398,-0.0111402803548,-0.00902037670963,-0.0115959056201,-0.00967019089308,-0.00802532866197,-0.00773222319449,-0.0118644822326,-0.00900370522006,-0.00965481759239,-0.00900617291256,-0.0118726695196,-0.0102139179149,-0.0124718965729,-0.0116699738396,-0.00848553661286,-0.00982133743561,-0.00759648253585,-0.0105747910789,-0.00956486880736,-0.00893001277775,-0.0100710452531,-0.0105707578374,-0.00874477222331,-0.011091673936,-0.00996148395927,-0.0078159630412,-0.00976979393191,-0.0103559052029,-0.00595537900094,-0.0114893936616,-0.0108153115888,-0.00881197005654,-0.00837790497583,-0.00983739650439,-0.010429850177,-0.00942597187795,-0.0108555916008,-0.00987830086569,-0.010172936627,-0.00914185048581,-0.0106057525772,-0.00965516423898,-0.00837567463052,-0.0096387230475,-0.0114217873256,-0.00777709719569,-0.00617922173849
I,0.0112961728676,0.0312391645277,0.0277492610015,0.0497530253473,0.0203063381983,0.0308582885432,0.038107722309,0.0242316610588,0.0237973758837,0.0439204596525,0.0261153908098,0.0341537394385,0.0393780696894,0.0369018654941,0.0308347454149,0.0506173765271,0.0308833710433,0.0265409841749,0.0259165292131,0.0223274096042,0.0362655293471,0.0354883843923,0.0239100785152,0.0324053083289,0.0400773953648,0.0246340951552,0.0502452384062,0.0301781750415,0.0304854107388,0.0407375347527,0.0254179496129,0.0229001237824,0.0410079921088,0.0258450304009,0.0338174099881,0.0189194609542,0.0340315132501,0.0362484752159,0.035489023983,0.0474823651264,0.0287043849959,0.0226250971173,0.0191297428718,0.0391406057907,0.0258750769031,0.0191893935829,0.0368029593208,0.0355326437198,0.0216073809799,0.0166695644993
K,0.032302546643,0.0492262704655,0.0488478075102,0.0649164024556,0.0363238600416,0.0560406133204,0.0575104771886,0.0365322668924,0.0447927914861,0.072153951097,0.0411507936095,0.0526564127737,0.0664859792414,0.0633330677929,0.0468649612736,0.0727979290282,0.0544061732337,0.0445510942076,0.0528665835677,0.0464762394049,0.0649384947793,0.0490200740121,0.0451005636926,0.0479839020717,0.0640795797868,0.0485657307199,0.0695540397065,0.0424633847307,0.0443595962715,0.0598553702493,0.0412686670838,0.0382912915381,0.0646848485386,0.0503750345539,0.0465972231882,0.0400053022777,0.0528258533588,0.0661751231132,0.055751413387,0.0653558921346,0.0550710358813,0.0495090125683,0.030710366436,0.0579191903709,0.0441027925911,0.0398684357058,0.0533650586708,0.0610342170218,0.0293061221423,0.0323417017955
L,0.0039720493056,-0.00188544339007,0.000854775970033,-0.00546345987949,0.00372271190359,0.00546937123865,-0.00427351686107,0.00561761810646,0.00223595273749,-0.0001780846964,0.000419980350599,-0.00384134500389,-0.00217635311288,-0.00128306167335,0.000898126522079,-0.00649342040296,0.00628776039946,0.00180207152849,0.00836533840752,0.000836150680161,0.00904485423243,-0.00542036606029,0.00387077672143,-0.00309590080881,-0.00298760152974,0.00198315461686,-0.00142340068267,-0.00277466093092,-0.00303277941045,-0.00196052213217,0.00331272880406,0.00221711122245,-0.00296609360375,0.00689039068496,-0.00044765300178,0.00672469608395,-0.00475695096008,0.00191348456177,-0.000902252345468,-0.00412163386954,0.00257253114664,0.00526946396678,0.004882356469,-0.00379857539197,0.00603753794827,0.00518195970585,-0.000799557605611,-0.00211974455004,-0.00206244596657,0.00263777718555
