taxonid,topt,hidden,name,fname,assembly,phylum,subdivision,class,order,family,genus
44470,42.0,0,Natronococcus amylolyticus,Natronococcus_amylolyticus,GCA_000337675.1_ASM33767v1,Euryarchaeota,Halobacteria,Halobacteria,Halobacteriales,Halobacteriaceae,Natronococcus
253107,41.0,0,Natronolimnobius innermongolicus,Natronolimnobius_innermongolicus,GCA_000337215.1_ASM33721v1,Euryarchaeota,Halobacteria,Halobacteria,Halobacteriales,Halobacteriaceae,Natronolimnobius
416273,38.0,0,Natronomonas moolapensis,Natronomonas_moolapensis,GCA_000591055.1_ASM59105v1,Euryarchaeota,Halobacteria,Halobacteria,Halobacteriales,Halobacteriaceae,Natronomonas
348780,44.0,0,Natronomonas pharaonis DSM 2160,Natronomonas_pharaonis,GCA_000026045.1_ASM2604v1,Euryarchaeota,Halobacteria,Halobacteria,Halobacteriales,Halobacteriaceae,Natronomonas
61858,45.0,0,Natronorubrum bangense,Natronorubrum_bangense,GCA_000337715.1_ASM33771v1,Euryarchaeota,Halobacteria,Halobacteria,Halobacteriales,Halobacteriaceae,Natronorubrum
388259,45.0,0,Natronorubrum sulfidifaciens,Natronorubrum_sulfidifaciens,GCA_000337735.1_ASM33773v1,Euryarchaeota,Halobacteria,Halobacteria,Halobacteriales,Halobacteriaceae,Natronorubrum
63128,45.0,0,Natronorubrum tibetense,Natronorubrum_tibetense,GCA_000337235.1_ASM33723v1,Euryarchaeota,Halobacteria,Halobacteria,Halobacteriales,Halobacteriaceae,Natronorubrum
1333523,37.0,0,Salinarchaeum sp. Harcht-Bsk1,Salinarchaeum_sp._Harcht-Bsk1,GCA_000403645.1_ASM40364v1,Euryarchaeota,Halobacteria,Halobacteria,Halobacteriales,Halobacteriaceae,Salinarchaeum
1071085,39.0,0,haloarchaeon 3A1 DGR,haloarchaeon_3A1_DGR,GCA_000447865.2_ASM44786v2,Euryarchaeota,Halobacteria,Halobacteria,Halobacteriales,family,genus
408577,28.0,0,Methanobacterium veterum,Methanobacterium_veterum,GCA_000745485.1_ASM74548v1,Euryarchaeota,Methanobacteria,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
877455,30.0,0,Methanobacterium lacus,Methanobacterium_lacus,GCA_000191585.1_ASM19158v1,Euryarchaeota,Methanobacteria,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
868131,35.0,0,Methanobacterium sp. SWAN-1,Methanobacterium_paludis,GCA_000214725.1_ASM21472v1,Euryarchaeota,Methanobacteria,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
386456,37.0,0,Methanobacterium arcticum,Methanobacterium_arcticum,GCA_000746075.1_ASM74607v1,Euryarchaeota,Methanobacteria,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
2162,37.0,0,Methanobacterium formicicum,Methanobacterium_formicicum,GCA_000302455.1_ASM30245v1,Euryarchaeota,Methanobacteria,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
39441,37.0,0,Methanobrevibacter arboriphilus,Methanobrevibacter_arboriphilus,GCA_000513315.1_ANOR1,Euryarchaeota,Methanobacteria,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
66851,37.0,0,Methanobrevibacter oralis,Methanobrevibacter_oralis,GCA_000529525.1_Methanobrevibacter_oralis_JMR01,Euryarchaeota,Methanobacteria,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
420247,37.0,0,Methanobrevibacter smithii ATCC 35061,Methanobrevibacter_smithii,GCA_000016525.1_ASM1652v1,Euryarchaeota,Methanobacteria,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
190977,37.0,0,Methanobrevibacter wolinii,Methanobrevibacter_wolinii,GCA_000621965.1_ASM62196v1,Euryarchaeota,Methanobacteria,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
1348249,38.0,0,Methanobrevibacter boviskoreani,Methanobrevibacter_boviskoreani,GCA_000320505.2_ASM32050v2,Euryarchaeota,Methanobacteria,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
224719,38.0,0,Methanobrevibacter sp. AbM4,Methanobrevibacter_sp._AbM4,GCA_000404165.1_ASM40416v1,Euryarchaeota,Methanobacteria,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
634498,39.0,0,Methanobrevibacter ruminantium M1,Methanobrevibacter_ruminantium,GCA_000024185.1_ASM2418v1,Euryarchaeota,Methanobacteria,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
339860,38.0,0,Methanosphaera stadtmanae DSM 3091,Methanosphaera_stadtmanae,GCA_000012545.1_ASM1254v1,Euryarchaeota,Methanobacteria,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera
79929,65.0,0,Methanothermobacter marburgensis str. Marburg,Methanothermobacter_marburgensis,GCA_000145295.1_ASM14529v1,Euryarchaeota,Methanobacteria,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter
187420,65.0,0,Methanothermobacter thermautotrophicus str. Delta H,Methanothermobacter_thermautotrophicus,GCA_000008645.1_ASM864v1,Euryarchaeota,Methanobacteria,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter
523846,83.0,0,Methanothermus fervidus DSM 2088,Methanothermus_fervidus,GCA_000166095.1_ASM16609v1,Euryarchaeota,Methanobacteria,Methanobacteria,Methanobacteriales,Methanothermaceae,Methanothermus
667126,80.0,0,Methanocaldococcus villosus,Methanocaldococcus_villosus,GCA_000371805.1_ASM37180v1,Euryarchaeota,Methanococci,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus
579137,80.0,0,Methanocaldococcus vulcanius M7,Methanocaldococcus_vulcanius,GCA_000024625.1_ASM2462v1,Euryarchaeota,Methanococci,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus
573064,85.0,0,Methanocaldococcus fervens AG86,Methanocaldococcus_fervens,GCA_000023985.1_ASM2398v1,Euryarchaeota,Methanococci,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus
573063,85.0,0,methanocaldococcus infernus ME,Methanocaldococcus_infernus,GCA_000092305.1_ASM9230v1,Euryarchaeota,Methanococci,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus
243232,85.0,0,Methanocaldococcus jannaschii DSM 2661,Methanocaldococcus_jannaschii,GCA_000091665.1_ASM9166v1,Euryarchaeota,Methanococci,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus
644281,90.0,0,Methanocaldococcus sp. FS406-22,Methanocaldococcus_sp._FS406-22,GCA_000025525.1_ASM2552v1,Euryarchaeota,Methanococci,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus
213185,75.0,0,Methanotorris formicicus,Methanotorris_formicicus,GCA_000243455.2_ASM24345v2,Euryarchaeota,Methanococci,Methanococci,Methanococcales,Methanocaldococcaceae,Methanotorris
880724,88.0,0,Methanotorris igneus Kol 5,Methanotorris_igneus,GCA_000214415.1_ASM21441v1,Euryarchaeota,Methanococci,Methanococci,Methanococcales,Methanocaldococcaceae,Methanotorris
406327,38.0,0,Methanococcus vannielii SB,Methanococcus_vannielii,GCA_000017165.1_ASM1716v1,Euryarchaeota,Methanococci,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
456320,38.0,0,Methanococcus voltae A3,Methanococcus_voltae,GCA_000006175.2_ASM617v2,Euryarchaeota,Methanococci,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
402880,42.0,0,Methanococcus maripaludis C5,Methanococcus_maripaludis,GCA_000011585.1_ASM1158v1,Euryarchaeota,Methanococci,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
419665,46.0,0,Methanococcus aeolicus Nankai-3,Methanococcus_aeolicus,GCA_000017185.1_ASM1718v1,Euryarchaeota,Methanococci,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
647113,62.0,0,Methanothermococcus okinawensis IH1,Methanothermococcus_okinawensis,GCA_000179575.2_ASM17957v2,Euryarchaeota,Methanococci,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus
2186,65.0,0,Methanothermococcus thermolithotrophicus,Methanothermococcus_thermolithotrophicus,GCA_000376965.1_ASM37696v1,Euryarchaeota,Methanococci,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus
304371,36.0,0,Methanocella paludicola SANAE,Methanocella_paludicola,GCA_000011005.1_ASM1100v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella
351160,45.0,0,Methanocella arvoryzae MRE50,Methanocella_arvoryzae,GCA_000063445.1_ASM6344v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella
1041930,55.0,0,Methanocella conradii HZ254,Methanocella_conradii,GCA_000251105.1_ASM25110v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella
71518,37.0,0,Methanocorpusculum bavaricum,Methanocorpusculum_bavaricum,GCA_000430905.1_ASM43090v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum
410358,37.0,0,Methanocorpusculum labreanum Z,Methanocorpusculum_labreanum,GCA_000015765.1_ASM1576v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum
368407,22.0,0,Methanoculleus marisnigri JR1,Methanoculleus_marisnigri,GCA_000015825.1_ASM1582v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus
1201294,37.0,0,Methanoculleus bourgensis MS2,Methanoculleus_bourgensis,GCA_000304355.1_Mb_MS2,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus
2201,40.0,0,Methanofollis liminatans,Methanofollis_liminatans,GCA_000275865.1_ASM27586v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis
2205,40.0,0,Methanomicrobium mobile,Methanomicrobium_mobile,GCA_000711215.1_ASM71121v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanomicrobium
679926,37.0,0,Methanoplanus petrolearius DSM 11571,Methanoplanus_petrolearius,GCA_000147875.1_ASM14787v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoplanus
2315,40.0,0,Methanoplanus limicola,Methanoplanus_limicola,GCA_000243255.1_ASM24325v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoplanus
263906,50.0,0,Methanolinea tarda,Methanolinea_tarda,GCA_000235685.3_ASM23568v3,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea
882104,32.0,0,Methanoregula formicica,Methanoregula_formicica,GCA_000327485.1_ASM32748v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
456442,35.0,0,Methanoregula boonei 6A8,Methanoregula_boonei,GCA_000017625.1_ASM1762v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
521011,30.0,0,Methanosphaerula palustris E1-9c,Methanosphaerula_palustris,GCA_000021965.1_ASM2196v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanosphaerula
323259,35.0,0,Methanospirillum hungatei JF-1,Methanospirillum_hungatei,GCA_000013445.1_ASM1344v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum
990316,37.0,0,Methanosaeta concilii GP6,Methanosaeta_concilii,GCA_000204415.1_ASM20441v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta
1110509,37.0,0,Methanosaeta harundinacea 6Ac,Methanosaeta_harundinacea,GCA_000235565.1_ASM23556v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta
349307,57.0,0,Methanosaeta thermophila PT,Methanosaeta_thermophila,GCA_000014945.1_ASM1494v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta
259564,23.4,0,Methanococcoides burtonii DSM 6242,Methanococcoides_burtonii,GCA_000013725.1_ASM1372v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides
644295,50.0,0,Methanohalobium evestigatum Z-7303,Methanohalobium_evestigatum,GCA_000196655.1_ASM19665v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalobium
547558,37.0,0,Methanohalophilus mahii DSM 5219,Methanohalophilus_mahii,GCA_000025865.1_ASM2586v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus
420950,18.0,0,Methanolobus psychrophilus,Methanolobus_psychrophilus,GCA_000306725.1_ASM30672v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus
2221,25.0,0,Methanolobus tindarius,Methanolobus_tindarius,GCA_000504205.1_ASM50420v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus
101192,35.0,0,Methanomethylovorans hollandica,Methanomethylovorans_hollandica,GCA_000328665.1_ASM32866v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanomethylovorans
679901,45.0,0,Methanosalsum zhilinae DSM 4017,Methanosalsum_zhilinae,GCA_000217995.1_ASM21799v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosalsum
1036677,28.0,0,Methanosarcina soligelidi,Methanosarcina_soligelidi,GCA_000744315.1_ASM74431v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
269797,35.0,0,Methanosarcina barkeri str. Fusaro,Methanosarcina_barkeri,GCA_000195895.1_ASM19589v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
192952,35.0,0,Methanosarcina mazei Go1,Methanosarcina_mazei,GCA_000007065.1_ASM706v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
188937,40.0,0,Methanosarcina acetivorans C2A,Methanosarcina_acetivorans,GCA_000007345.1_ASM734v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
660064,65.0,0,Methermicoccus shengliensis,Methermicoccus_shengliensis,GCA_000711905.1_ASM71190v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,Methanosarcinales,Methermicoccaceae,Methermicoccus
1406512,37.0,0,Candidatus Methanomassiliicoccus intestinalis,Candidatus_Methanomassiliicoccus_intestinalis,GCA_000404225.1_ASM40422v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,order,family,Methanomassiliicoccus
1080712,37.0,0,Methanomassiliicoccus luminyensis,Methanomassiliicoccus_luminyensis,GCA_000308215.1_ASM30821v1,Euryarchaeota,Methanomicrobia,Methanomicrobia,order,family,Methanomassiliicoccus
190192,98.0,0,Methanopyrus kandleri AV19,Methanopyrus_kandleri,GCA_000007185.1_ASM718v1,Euryarchaeota,Methanopyri,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus
971279,80.0,0,Palaeococcus pacificus,Palaeococcus_pacificus,GCA_000725425.1_ASM72542v1,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus
342949,93.0,0,Pyrococcus sp. NA2,Pyrococcus_sp._NA2,GCA_000211475.1_ASM21147v1,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus
1183377,95.0,0,Pyrococcus sp. ST04,Pyrococcus_sp._ST04,GCA_000263735.1_ASM26373v1,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus
272844,96.0,0,Pyrococcus abyssi GE5,Pyrococcus_abyssi,GCA_000195935.2_ASM19593v2,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus
70601,98.0,0,Pyrococcus horikoshii OT3,Pyrococcus_horikoshii,GCA_000011105.1_ASM1110v1,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus
529709,98.0,0,Pyrococcus yayanosii CH1,Pyrococcus_yayanosii,GCA_000215995.1_ASM21599v1,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus
186497,100.0,0,Pyrococcus furiosus DSM 3638,Pyrococcus_furiosus,GCA_000007305.1_ASM730v1,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus
54076,77.0,0,Thermococcus zilligii,Thermococcus_zilligii,GCA_000258515.1_TheZil1.0,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
604354,78.0,0,Thermococcus sibiricus MM 739,Thermococcus_sibiricus,GCA_000022545.1_ASM2254v1,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
523850,80.0,0,Thermococcus onnurineus NA1,Thermococcus_onnurineus,GCA_000018365.1_ASM1836v1,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
1042877,80.0,0,Thermococcus sp. 4557,Thermococcus_sp._4557,GCA_000221185.1_ASM22118v1,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
246969,80.0,0,Thermococcus sp. AM4,Thermococcus_sp._AM4,GCA_000151205.2_ASM15120v2,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
391623,85.0,0,Thermococcus barophilus MP,Thermococcus_barophilus,GCA_000151105.2_ASM15110v2,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
69014,85.0,0,Thermococcus kodakarensis KOD1,Thermococcus_kodakarensis,GCA_000009965.1_ASM996v1,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
195522,87.5,0,Thermococcus nautili,Thermococcus_nautili,GCA_000585495.1_ASM58549v1,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
593117,88.0,0,Thermococcus gammatolerans EJ3,Thermococcus_gammatolerans,GCA_000022365.1_ASM2236v1,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
2265,88.0,0,Thermococcus litoralis,Thermococcus_litoralis,GCA_000246985.3_ASM24698v3,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
163003,88.0,0,Thermococcus sp. CL1,Thermococcus_sp._CL1,GCA_000265525.1_ASM26552v1,Euryarchaeota,Thermococci,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
97393,39.0,0,Ferroplasma acidarmanus,Ferroplasma_acidarmanus,GCA_000152265.2_ASM15226v2,Euryarchaeota,Thermoplasmata,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma
263820,60.0,0,Picrophilus torridus DSM 9790,Picrophilus_torridus,GCA_000008265.1_ASM826v1,Euryarchaeota,Thermoplasmata,Thermoplasmata,Thermoplasmatales,Picrophilaceae,Picrophilus
273075,59.0,0,Thermoplasma acidophilum DSM 1728,Thermoplasma_acidophilum,GCA_000195915.1_ASM19591v1,Euryarchaeota,Thermoplasmata,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma
273116,67.0,0,Thermoplasma volcanium GSS1,Thermoplasma_volcanium,GCA_000011185.1_ASM1118v1,Euryarchaeota,Thermoplasmata,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma
1054217,39.0,0,Thermoplasmatales archaeon BRNA1,Thermoplasmatales_archaeon_BRNA1,GCA_000350305.1_ASM35030v1,Euryarchaeota,Thermoplasmata,Thermoplasmata,Thermoplasmatales,family,genus
439481,70.0,0,Aciduliprofundum boonei T469,Aciduliprofundum_boonei,GCA_000025665.1_ASM2566v1,Euryarchaeota,unclassified Euryarchaeota,class,order,family,Aciduliprofundum
673860,70.0,0,Aciduliprofundum sp. MAR08-339,Aciduliprofundum_sp._MAR08-339,GCA_000327505.1_ASM32750v1,Euryarchaeota,unclassified Euryarchaeota,class,order,family,Aciduliprofundum
1291540,37.0,0,Candidatus Methanomethylophilus alvus,Candidatus_Methanomethylophilus_alvus,GCA_000300255.2_ASM30025v2,Euryarchaeota,unclassified Euryarchaeota,class,order,family,Candidatus Methanomethylophilus
374847,85.0,0,Candidatus Korarchaeum cryptofilum OPF8,Candidatus_Korarchaeum_cryptofilum,GCA_000019605.1_ASM1960v1,Korarchaeota,Candidatus Korarchaeum,class,order,family,Candidatus Korarchaeum
228908,90.0,0,Nanoarchaeum equitans Kin4-M,Nanoarchaeum_equitans,GCA_000008085.1_ASM808v1,Nanoarchaeota,Nanoarchaeum,class,order,family,Nanoarchaeum
1294122,82.0,0,nanoarchaeote Nst1,nanoarchaeote_Nst1,GCA_000387965.1_Nst1,Nanoarchaeota,unclassified Nanoarchaeota,class,order,family,genus
889948,28.0,0,Candidatus Nanosalina sp. J07AB43,Candidatus_Nanosalina_sp._J07AB43,GCA_000220375.1_ASM22037v1,Nanohaloarchaeota,Nanohaloarchaea,Nanohaloarchaea,order,family,Candidatus Nanosalina
889962,28.0,0,Candidatus Nanosalinarum sp. J07AB56,Candidatus_Nanosalinarum_sp._J07AB56,GCA_000220355.1_ASM22035v1,Nanohaloarchaeota,Nanohaloarchaea,Nanohaloarchaea,order,family,Candidatus Nanosalinarum
662759,38.0,0,Candidatus Parvarchaeum acidiphilum,Candidatus_Parvarchaeum_acidiphilum,GCA_000192595.1_ASM19259v1,Parvarchaeota,Candidatus Parvarchaeum,class,order,family,Candidatus Parvarchaeum
662761,38.0,0,Candidatus Parvarchaeum acidophilus,Candidatus_Parvarchaeum_acidophilus,GCA_000192615.1_ASM19261v1,Parvarchaeota,Candidatus Parvarchaeum,class,order,family,Candidatus Parvarchaeum
414004,10.0,0,Cenarchaeum symbiosum A,Cenarchaeum_symbiosum,GCA_000200715.1_ASM20071v1,Thaumarchaeota,Cenarchaeales,class,Cenarchaeales,Cenarchaeaceae,Cenarchaeum
1007084,22.0,0,Candidatus Nitrosoarchaeum limnia,Candidatus_Nitrosoarchaeum_limnia,GCA_000204585.1_ASM20458v1,Thaumarchaeota,Nitrosopumilales,class,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosoarchaeum
1510466,25.0,0,Candidatus Nitrosopumilus koreensis,Candidatus_Nitrosopumilus_koreensis,GCA_000299365.1_ASM29936v1,Thaumarchaeota,Nitrosopumilales,class,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus
1229909,25.0,0,Candidatus Nitrosopumilus sp. AR2,Candidatus_Nitrosopumilus_sp._AR2,GCA_000299395.1_ASM29939v1,Thaumarchaeota,Nitrosopumilales,class,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus
436308,27.0,0,Nitrosopumilus maritimus SCM1,Nitrosopumilus_maritimus,GCA_000018465.1_ASM1846v1,Thaumarchaeota,Nitrosopumilales,class,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus
1034015,42.0,0,Nitrososphaera viennensis,Nitrososphaera_viennensis,GCA_000698785.1_ASM69878v1,Thaumarchaeota,Nitrososphaerales,class,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera
497727,46.0,0,Candidatus Nitrososphaera gargensis,Candidatus_Nitrososphaera_gargensis,GCA_000303155.1_ASM30315v1,Thaumarchaeota,Nitrososphaerales,class,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera
311458,70.0,0,Candidatus Caldiarchaeum subterraneum,Candidatus_Caldiarchaeum_subterraneum,GCA_000270325.1_ASM27032v1,Thaumarchaeota,unclassified Thaumarchaeota,class,order,family,Candidatus Caldiarchaeum
1353246,30.0,0,Thaumarchaeota archaeon MY2,Thaumarchaeota_archaeon_MY2,GCA_000685395.1_NKMY2,Thaumarchaeota,unclassified Thaumarchaeota,class,order,family,genus
1407055,45.0,0,Thaumarchaeota archaeon N4,Thaumarchaeota_archaeon_N4,GCA_000723185.1_APF_1883_PRJEB4650,Thaumarchaeota,unclassified Thaumarchaeota,class,order,family,genus
1378080,81.0,0,Thaumarchaeota archaeon JGI OTU-1,Thaumarchaeota_archaeon_JGI_OTU-1,GCA_000494145.1_Aigarchaeota_archaeon_OTU_1,Thaumarchaeota,unclassified Thaumarchaeota,class,order,family,genus
1395101,81.0,0,Thaumarchaeota archaeon JGI OTU-2,Thaumarchaeota_archaeon_JGI_OTU-2,GCA_000494165.1_Aigarchaeota_archaeon_OTU_2,Thaumarchaeota,unclassified Thaumarchaeota,class,order,family,genus
1379386,81.0,0,Thaumarchaeota archaeon JGI OTU-3,Thaumarchaeota_archaeon_JGI_OTU-3,GCA_000494185.1_Aigarchaeota_archaeon_OTU_3,Thaumarchaeota,unclassified Thaumarchaeota,class,order,family,genus
1379389,81.0,0,Thaumarchaeota archaeon JGI OTU-4,Thaumarchaeota_archaeon_JGI_OTU-4,GCA_000494125.1_Aigarchaeota_archaeon_OTU_4,Thaumarchaeota,unclassified Thaumarchaeota,class,order,family,genus
